id,outage_duration
17275,0
4377,0
16087,0
5371,2
17633,2
12117,2
11746,2
12645,2
1568,2
12199,2
7396,0
6414,1
15238,0
5375,0
9394,0
15056,0
7030,0
8442,0
10564,0
8241,0
11130,2
6201,0
16453,0
12201,0
4647,0
17573,2
11788,0
8137,0
12736,2
7008,2
2334,0
13879,2
3385,0
5551,0
1463,0
17678,0
2575,0
3331,0
6607,2
12898,0
3336,0
5601,0
2363,0
15547,2
8799,0
8681,0
495,2
14891,0
14711,0
3405,0
17596,0
5010,0
8839,0
5862,0
3690,0
4813,2
3469,0
5292,0
1802,2
8376,0
10729,2
11896,2
7467,0
263,2
8531,0
1152,0
1194,0
17135,0
2639,0
11674,2
14141,2
18219,0
6619,0
10837,0
7523,0
11995,2
17713,1
703,0
1745,2
6982,0
11833,0
8122,0
14812,2
2437,0
4826,0
6076,2
17874,2
6882,0
8459,2
16024,2
14403,1
17681,0
5970,0
10560,0
13791,0
2433,0
15232,0
4132,0
18101,0
1816,0
13279,2
6204,0
14031,0
7978,0
14385,0
8916,0
18120,2
15136,0
3859,0
111,0
13730,2
15407,0
2663,0
4651,0
12241,0
3943,2
1040,0
4409,0
11410,2
11600,0
9235,0
14311,0
9627,0
3896,2
11732,0
6747,2
7956,0
14764,0
3904,2
12913,2
4324,2
881,0
10464,0
8275,1
8665,2
10994,0
12226,0
662,0
5088,0
13083,0
8817,2
17222,0
9215,0
5852,2
12907,0
15887,0
1318,2
6687,0
2439,0
13197,0
3885,2
8738,0
8406,0
9346,0
13333,0
12088,2
8641,2
15142,0
1492,0
14084,0
2732,0
15099,2
17180,0
18021,0
7841,0
6175,0
12281,0
10200,0
17397,0
4139,0
6572,0
6456,2
9699,0
18126,2
15369,2
10601,0
3570,0
16214,0
6474,0
10783,2
5522,2
11928,0
9571,0
13052,2
17757,2
2832,2
9441,0
1980,2
9261,0
1118,0
2662,0
2768,0
8904,0
2157,1
1225,0
2644,2
6504,0
5422,0
16748,0
3275,0
17779,0
2695,0
3707,0
1107,2
14676,0
18372,0
8948,0
2524,2
4116,0
7880,0
8618,0
4394,0
15968,0
12498,0
4924,0
15847,0
13745,2
3061,2
17548,0
9843,0
13082,0
10282,0
5772,0
14768,0
10593,0
8806,2
4560,0
9959,2
10336,0
5367,0
17682,0
4019,2
13724,2
13229,0
12662,2
2864,0
9775,0
9205,0
3713,0
3729,0
3517,0
1402,0
15332,0
15953,0
13042,0
12930,0
3189,2
11671,2
18004,2
6828,0
10144,0
16118,0
7743,0
2382,2
79,2
6826,0
17452,2
12722,0
18113,0
11620,2
14909,0
6751,0
2320,0
16950,0
14970,0
8307,0
17418,0
4003,0
4678,0
3974,0
17670,2
7290,2
10474,0
17423,0
4452,0
17082,0
5804,0
9054,0
17830,0
12921,0
5265,0
15850,0
3322,0
297,2
8146,0
5773,0
6521,0
14634,0
13795,2
17357,0
7131,0
16204,2
18473,0
871,0
8841,0
2666,0
13631,2
7309,2
14468,0
5521,0
16045,1
507,0
17244,0
3283,2
10574,2
13307,2
11227,0
9731,0
1412,0
15334,0
14280,0
17153,0
8126,0
3511,2
9479,0
53,0
18404,0
13837,0
8199,2
16423,0
7947,0
7240,2
339,2
9344,0
10110,2
5304,2
1428,0
4290,0
7807,2
11145,2
3532,0
16809,2
14860,2
13933,0
16364,0
18537,0
15680,2
768,0
5977,0
11884,0
16043,0
3190,0
9023,0
10538,0
8832,2
12022,0
5909,2
1718,2
2155,0
16064,2
17267,1
4736,0
12380,0
5867,0
1798,0
1752,0
8686,0
17388,0
17207,0
450,0
1817,0
11466,2
14988,0
16434,0
6709,2
17870,0
9162,0
4299,0
16368,0
9483,0
8190,2
4706,2
7877,0
6894,0
18406,2
16490,0
17955,0
15733,2
14487,2
17763,0
5602,0
7018,0
9528,2
4231,2
8617,2
6589,2
3932,0
1695,2
13571,2
17638,0
1382,2
5880,0
15330,0
8975,2
17971,1
16224,2
17620,2
1822,2
6723,0
1418,0
16543,0
2827,0
5168,2
3111,0
14053,2
8716,0
13000,0
9228,0
15598,2
11548,0
17106,0
10026,0
16451,2
6293,0
256,0
16133,0
13634,0
12865,0
75,0
9538,0
16869,0
9263,2
16588,0
618,0
5258,0
10696,2
3820,0
4036,2
12699,0
12370,0
10398,0
14629,0
4643,2
505,2
11336,0
16698,0
17411,1
11754,2
18305,0
5524,2
17475,1
12158,0
2787,2
12338,2
12320,0
15064,0
17858,0
12079,0
16290,2
585,2
958,0
15425,0
2466,0
2038,0
7719,2
12513,1
7579,1
15843,2
17125,0
742,2
16812,0
1236,2
1120,0
12900,0
8810,0
17842,0
13017,0
14024,0
4965,0
9476,0
14700,2
7009,0
11168,0
6021,0
13516,0
7118,0
1942,0
12643,0
15350,2
3285,2
6159,0
11557,0
5624,2
10364,0
16492,0
13742,1
3088,0
7897,2
3468,0
905,2
6838,0
16401,2
3971,2
7019,0
13717,0
13607,0
4438,0
9546,2
8206,1
7326,2
16147,0
15225,0
9299,0
2082,0
1343,0
2839,2
11291,2
1509,0
14861,0
14271,2
466,0
90,0
7099,0
7097,0
1213,0
5410,0
2783,0
4771,0
6981,2
8951,0
6197,0
2963,2
3113,0
4289,0
18100,0
16574,0
10235,0
10830,0
13966,0
9311,0
3784,2
13537,0
13885,2
7870,0
17592,2
8104,2
1971,1
11925,0
8714,0
1044,0
4424,0
1724,1
11474,0
14136,0
17173,2
5047,0
752,2
663,2
6652,0
3737,2
17214,0
14588,2
9981,0
8872,0
7607,2
4608,0
1546,1
6241,2
13506,0
1954,0
1274,0
500,0
11955,0
8570,0
14622,0
14158,1
12911,0
10529,0
17973,1
1357,0
5674,0
15766,2
5119,0
18039,0
16894,2
14758,0
12232,2
3756,0
152,0
9492,2
10638,0
17558,0
1115,0
9193,0
5379,2
10013,0
3042,0
2859,0
1472,0
14006,0
5152,0
17133,0
14538,0
501,0
2067,2
16965,2
3432,2
9534,0
4245,0
5039,0
16785,0
6992,2
14598,0
14433,2
3916,0
212,0
14928,2
10417,0
14605,0
1856,0
3119,0
13073,0
1503,0
3236,2
11570,2
193,0
11546,0
14869,0
11845,2
780,0
14531,0
14686,0
2335,0
16305,0
4126,2
13326,0
7188,0
12663,0
14795,0
9798,2
12048,0
17441,0
2377,2
11322,2
16112,0
15045,0
17996,0
1255,2
3456,2
10533,0
14878,0
1555,0
13170,0
14837,2
10497,0
9358,0
4459,2
10182,2
10400,0
10482,2
3956,0
5683,0
4596,0
14195,0
3142,2
17908,2
4147,2
8261,0
8675,0
14843,0
10931,2
8336,0
2537,0
2169,0
15944,0
14224,0
132,2
17028,2
8480,1
3973,0
17194,2
290,2
12657,2
796,2
5018,1
2235,0
8728,0
10962,1
16359,0
17165,2
9081,2
13645,2
3745,0
893,2
13130,0
14940,2
16824,2
599,0
13330,2
3600,0
17185,2
6455,0
15615,2
12652,2
16609,0
11397,2
5122,2
4480,2
15439,2
14290,0
1102,2
2309,0
2829,2
18467,0
3965,0
15036,2
3946,2
403,2
2501,0
17285,2
4836,2
9249,0
11721,0
12394,0
4223,0
2628,0
8537,0
11685,2
3548,0
13559,0
9076,0
14382,2
10249,2
8002,0
2307,0
4042,0
11304,0
4527,0
8389,0
7178,0
1476,0
3886,0
2804,2
13908,2
17812,0
2465,2
5468,1
14744,0
2103,2
17339,1
2542,1
14062,0
6789,0
1367,2
6545,0
8981,2
8944,0
8770,2
5679,2
2123,2
2224,0
12046,1
4831,0
16357,0
9589,2
16993,2
9090,0
6471,2
10874,2
15709,0
16841,0
17156,2
12804,0
15835,0
3504,2
17947,0
4691,0
15323,2
8030,0
7910,2
1478,0
1284,2
17277,0
3330,2
569,0
18117,2
6518,0
17910,0
12941,2
2975,2
2113,0
9542,1
3053,2
17258,0
2774,2
11174,2
17145,0
7568,2
8565,0
2966,2
2314,2
13786,2
12709,0
9625,0
8368,2
4285,0
17262,2
1449,0
14556,0
3100,2
957,2
17923,0
6859,2
15772,0
15789,0
9520,0
4311,2
9073,0
2784,2
4967,2
8196,0
14111,2
2880,0
10850,2
1991,0
5298,0
9022,0
11340,0
15867,2
14025,2
6326,1
18108,0
5065,2
6168,0
6023,0
16819,0
16313,0
13168,0
4384,0
4151,2
4903,0
1265,0
8976,2
16605,0
3768,2
5633,2
13865,0
3689,0
6842,0
8148,2
6541,0
6926,0
10012,0
7203,2
17065,0
2727,0
14923,2
2946,0
14958,0
9837,0
16000,0
16189,0
17352,0
11697,0
6164,0
8032,2
14827,2
1228,0
1892,0
8188,0
9897,0
4079,1
4345,0
7926,0
10016,1
2300,0
4598,2
6906,0
11537,0
8600,0
5775,2
6483,2
5434,0
11689,0
5355,2
2675,0
13192,2
2539,0
6719,2
6198,2
6833,0
18142,2
13756,2
14730,0
7497,2
18253,2
9480,0
7336,2
4806,2
10229,0
2878,0
16797,0
1002,0
10450,0
13215,0
11613,0
10088,0
924,2
275,2
12856,2
1670,0
8506,2
7345,0
11893,0
16904,2
4799,0
5288,0
6305,2
8626,0
8,0
11034,0
5649,0
18192,0
5282,0
6014,2
15978,0
6603,0
6663,0
8086,0
13814,2
3055,0
5191,2
10592,0
10220,0
16502,2
6498,0
8337,2
13006,0
15126,0
13560,2
15688,2
3719,2
7678,0
17091,2
6058,0
6938,0
15996,0
10782,0
15162,0
14936,0
18204,0
4882,0
6284,0
10137,2
14597,0
5859,0
14160,0
16063,0
3257,0
917,0
1226,0
886,2
1538,0
7506,2
13438,2
9454,0
980,0
16990,2
594,2
343,0
91,2
11696,2
14844,2
4323,2
5931,0
14081,0
12853,0
15283,0
13666,0
15470,2
15416,0
12700,2
10599,0
3760,2
1137,1
479,0
16873,2
604,0
16084,0
3981,0
9313,0
18287,0
17175,0
8452,2
16258,0
6710,2
13572,0
9608,0
227,2
1035,0
11523,0
12866,0
2242,0
9270,0
2250,2
11170,0
2723,0
11855,0
2327,0
12174,0
18086,0
15906,0
12968,0
12761,2
16358,0
4136,2
12988,0
4987,0
13556,0
15913,0
6107,0
3530,0
18400,0
13337,0
5965,0
9643,2
2689,0
10959,0
6357,2
5185,0
17542,0
2635,0
17130,0
11462,0
16573,0
6212,0
88,0
4943,0
12402,0
2736,0
9511,0
16089,0
10742,0
12798,2
6266,0
11380,0
4572,2
2615,2
5436,2
10636,2
4263,0
4523,0
14528,0
16055,0
13564,0
449,2
3629,0
10513,0
16460,0
1618,2
9352,0
4269,0
7477,2
11079,0
16438,0
15408,0
1251,2
15976,0
3138,0
7422,0
6013,0
439,0
7752,0
3839,0
15880,2
17962,0
8953,0
9991,0
15412,2
18136,0
17832,0
8155,0
270,0
6334,0
6018,0
17730,0
139,0
6090,0
13234,0
3921,2
10629,0
12202,2
3339,0
18005,2
7965,0
15320,0
5913,2
9102,0
7103,1
580,0
7262,0
1899,0
2846,0
12959,2
7820,2
8174,1
7999,0
9812,2
11606,0
2275,0
11183,0
319,0
5427,0
10583,2
9393,0
9422,0
8835,2
477,2
11362,0
12259,0
12753,0
7196,0
5274,0
7927,1
3286,0
6712,0
3835,0
107,0
11805,0
158,1
4604,0
10769,0
15511,0
17436,2
7700,0
4650,0
4008,2
6986,2
1864,2
6552,0
8891,0
1834,0
7137,0
13416,0
15343,2
878,0
8344,0
4227,0
14916,0
12073,0
2187,2
11604,0
2200,0
2114,2
18493,0
2057,0
16445,0
9380,0
7486,1
8222,0
10873,0
17234,0
8536,0
2340,2
583,0
14505,0
18193,0
11992,0
10455,2
9132,0
14611,2
4552,2
8564,0
2857,0
3122,2
15017,2
14009,0
1378,2
10752,0
6551,2
11311,2
8099,0
5464,0
14735,2
7221,0
13377,0
15505,0
1967,0
8582,1
7975,0
10664,0
7753,0
989,0
3129,0
