id,outage_duration
17275,0
4377,0
16087,1
5371,1
17633,0
12117,2
11746,0
12645,0
1568,0
12199,1
7396,0
6414,1
15238,0
5375,0
9394,0
15056,0
7030,0
8442,0
10564,0
8241,1
11130,0
6201,0
16453,0
12201,0
4647,0
17573,0
11788,0
8137,0
12736,0
7008,2
2334,0
13879,0
3385,0
5551,0
1463,0
17678,0
2575,0
3331,0
6607,0
12898,0
3336,0
5601,0
2363,0
15547,0
8799,0
8681,0
495,0
14891,0
14711,0
3405,0
17596,0
5010,0
8839,0
5862,0
3690,0
4813,0
3469,0
5292,0
1802,1
8376,0
10729,0
11896,0
7467,0
263,0
8531,0
1152,0
1194,0
17135,0
2639,1
11674,1
14141,0
18219,0
6619,0
10837,0
7523,0
11995,0
17713,1
703,0
1745,0
6982,0
11833,0
8122,0
14812,0
2437,0
4826,0
6076,1
17874,0
6882,0
8459,2
16024,0
14403,1
17681,1
5970,1
10560,0
13791,0
2433,0
15232,0
4132,0
18101,0
1816,1
13279,0
6204,0
14031,0
7978,1
14385,0
8916,0
18120,0
15136,0
3859,1
111,0
13730,2
15407,0
2663,0
4651,0
12241,0
3943,1
1040,0
4409,0
11410,1
11600,1
9235,0
14311,1
9627,2
3896,1
11732,0
6747,0
7956,0
14764,2
3904,0
12913,0
4324,0
881,0
10464,0
8275,1
8665,0
10994,1
12226,0
662,0
5088,0
13083,0
8817,0
17222,0
9215,0
5852,0
12907,1
15887,0
1318,0
6687,0
2439,0
13197,0
3885,1
8738,0
8406,0
9346,0
13333,0
12088,0
8641,2
15142,1
1492,0
14084,0
2732,1
15099,0
17180,0
18021,0
7841,0
6175,0
12281,0
10200,0
17397,1
4139,0
6572,0
6456,0
9699,0
18126,0
15369,1
10601,0
3570,0
16214,0
6474,0
10783,0
5522,0
11928,1
9571,0
13052,0
17757,0
2832,0
9441,0
1980,2
9261,0
1118,0
2662,0
2768,1
8904,0
2157,1
1225,1
2644,1
6504,1
5422,0
16748,0
3275,0
17779,0
2695,1
3707,0
1107,1
14676,0
18372,0
8948,0
2524,1
4116,0
7880,0
8618,0
4394,1
15968,0
12498,0
4924,0
15847,1
13745,0
3061,0
17548,0
9843,0
13082,0
10282,0
5772,0
14768,1
10593,0
8806,2
4560,0
9959,1
10336,0
5367,0
17682,0
4019,1
13724,1
13229,1
12662,0
2864,1
9775,0
9205,0
3713,0
3729,0
3517,0
1402,0
15332,0
15953,0
13042,0
12930,1
3189,1
11671,2
18004,0
6828,0
10144,0
16118,0
7743,0
2382,1
79,0
6826,1
17452,0
12722,0
18113,0
11620,0
14909,1
6751,0
2320,0
16950,0
14970,1
8307,1
17418,0
4003,0
4678,0
3974,0
17670,1
7290,0
10474,0
17423,0
4452,0
17082,1
5804,0
9054,0
17830,0
12921,1
5265,0
15850,0
3322,0
297,0
8146,0
5773,0
6521,0
14634,0
13795,2
17357,1
7131,0
16204,2
18473,1
871,0
8841,1
2666,0
13631,0
7309,2
14468,0
5521,0
16045,0
507,1
17244,0
3283,0
10574,2
13307,0
11227,0
9731,0
1412,1
15334,1
14280,0
17153,0
8126,0
3511,0
9479,0
53,0
18404,0
13837,0
8199,0
16423,0
7947,0
7240,0
339,0
9344,0
10110,2
5304,0
1428,1
4290,0
7807,2
11145,2
3532,1
16809,1
14860,0
13933,0
16364,1
18537,0
15680,0
768,0
5977,1
11884,1
16043,0
3190,0
9023,1
10538,1
8832,1
12022,0
5909,2
1718,1
2155,0
16064,1
17267,0
4736,0
12380,0
5867,0
1798,1
1752,0
8686,0
17388,0
17207,0
450,0
1817,0
11466,0
14988,0
16434,0
6709,0
17870,0
9162,0
4299,0
16368,0
9483,0
8190,0
4706,1
7877,0
6894,0
18406,1
16490,1
17955,2
15733,2
14487,2
17763,0
5602,0
7018,0
9528,0
4231,1
8617,2
6589,2
3932,0
1695,0
13571,0
17638,0
1382,2
5880,1
15330,0
8975,0
17971,1
16224,0
17620,0
1822,1
6723,0
1418,0
16543,0
2827,0
5168,1
3111,0
14053,0
8716,0
13000,0
9228,0
15598,1
11548,1
17106,0
10026,0
16451,0
6293,0
256,0
16133,1
13634,0
12865,1
75,0
9538,1
16869,1
9263,2
16588,0
618,0
5258,0
10696,0
3820,0
4036,0
12699,0
12370,1
10398,0
14629,0
4643,0
505,1
11336,0
16698,0
17411,1
11754,1
18305,0
5524,0
17475,1
12158,0
2787,2
12338,2
12320,0
15064,0
17858,0
12079,2
16290,0
585,0
958,0
15425,1
2466,0
2038,0
7719,2
12513,0
7579,0
15843,0
17125,0
742,0
16812,1
1236,0
1120,0
12900,0
8810,0
17842,0
13017,1
14024,0
4965,0
9476,0
14700,1
7009,0
11168,0
6021,1
13516,0
7118,0
1942,0
12643,0
15350,0
3285,0
6159,0
11557,1
5624,1
10364,0
16492,1
13742,1
3088,0
7897,0
3468,0
905,1
6838,0
16401,0
3971,1
7019,0
13717,0
13607,0
4438,1
9546,0
8206,0
7326,0
16147,0
15225,1
9299,0
2082,0
1343,0
2839,2
11291,0
1509,0
14861,0
14271,1
466,1
90,1
7099,0
7097,0
1213,0
5410,0
2783,0
4771,0
6981,1
8951,0
6197,0
2963,2
3113,0
4289,0
18100,0
16574,0
10235,1
10830,0
13966,0
9311,0
3784,2
13537,1
13885,0
7870,1
17592,0
8104,2
1971,1
11925,1
8714,0
1044,0
4424,1
1724,1
11474,0
14136,0
17173,2
5047,0
752,1
663,1
6652,0
3737,1
17214,0
14588,0
9981,1
8872,1
7607,1
4608,0
1546,1
6241,1
13506,1
1954,0
1274,0
500,0
11955,0
8570,1
14622,0
14158,1
12911,0
10529,1
17973,0
1357,0
5674,0
15766,1
5119,0
18039,0
16894,1
14758,0
12232,1
3756,0
152,0
9492,2
10638,0
17558,0
1115,0
9193,0
5379,1
10013,0
3042,0
2859,0
1472,0
14006,2
5152,0
17133,1
14538,0
501,0
2067,0
16965,0
3432,0
9534,0
4245,0
5039,0
16785,0
6992,0
14598,0
14433,0
3916,1
212,0
14928,0
10417,0
14605,1
1856,0
3119,0
13073,0
1503,0
3236,0
11570,0
193,0
11546,1
14869,0
11845,2
780,0
14531,0
14686,0
2335,0
16305,0
4126,0
13326,0
7188,0
12663,0
14795,0
9798,0
12048,0
17441,0
2377,0
11322,0
16112,0
15045,0
17996,0
1255,1
3456,2
10533,0
14878,0
1555,0
13170,0
14837,1
10497,1
9358,0
4459,0
10182,0
10400,1
10482,0
3956,0
5683,0
4596,1
14195,0
3142,1
17908,1
4147,1
8261,1
8675,0
14843,0
10931,2
8336,0
2537,0
2169,1
15944,0
14224,0
132,2
17028,0
8480,1
3973,1
17194,0
290,2
12657,1
796,2
5018,0
2235,0
8728,0
10962,1
16359,0
17165,2
9081,1
13645,1
3745,1
893,2
13130,0
14940,1
16824,0
599,0
13330,0
3600,0
17185,0
6455,0
15615,1
12652,0
16609,0
11397,2
5122,0
4480,0
15439,1
14290,0
1102,2
2309,1
2829,0
18467,1
3965,0
15036,1
3946,0
403,0
2501,0
17285,2
4836,1
9249,0
11721,0
12394,1
4223,0
2628,0
8537,0
11685,1
3548,0
13559,0
9076,1
14382,1
10249,2
8002,0
2307,0
4042,1
11304,0
4527,0
8389,1
7178,0
1476,0
3886,1
2804,0
13908,1
17812,0
2465,1
5468,1
14744,1
2103,1
17339,1
2542,1
14062,0
6789,0
1367,0
6545,1
8981,2
8944,1
8770,2
5679,0
2123,1
2224,0
12046,0
4831,1
16357,0
9589,0
16993,0
9090,1
6471,0
10874,2
15709,0
16841,0
17156,2
12804,0
15835,1
3504,2
17947,0
4691,1
15323,0
8030,0
7910,2
1478,0
1284,1
17277,1
3330,2
569,0
18117,1
6518,0
17910,1
12941,1
2975,0
2113,0
9542,0
3053,0
17258,0
2774,1
11174,0
17145,0
7568,0
8565,0
2966,1
2314,0
13786,0
12709,1
9625,0
8368,0
4285,0
17262,0
1449,0
14556,0
3100,0
957,1
17923,2
6859,0
15772,0
15789,0
9520,1
4311,2
9073,0
2784,1
4967,0
8196,0
14111,2
2880,0
10850,0
1991,0
5298,0
9022,1
11340,0
15867,1
14025,0
6326,1
18108,1
5065,0
6168,1
6023,0
16819,0
16313,0
13168,0
4384,0
4151,0
4903,0
1265,0
8976,1
16605,0
3768,1
5633,0
13865,0
3689,1
6842,1
8148,0
6541,0
6926,0
10012,1
7203,0
17065,0
2727,0
14923,2
2946,0
14958,0
9837,0
16000,0
16189,1
17352,0
11697,0
6164,1
8032,0
14827,1
1228,0
1892,0
8188,0
9897,0
4079,1
4345,0
7926,0
10016,1
2300,0
4598,1
6906,0
11537,0
8600,0
5775,1
6483,0
5434,0
11689,0
5355,0
2675,0
13192,0
2539,0
6719,1
6198,1
6833,1
18142,2
13756,2
14730,2
7497,0
18253,0
9480,1
7336,0
4806,0
10229,0
2878,0
16797,0
1002,1
10450,0
13215,1
11613,0
10088,0
924,0
275,0
12856,0
1670,0
8506,1
7345,0
11893,0
16904,1
4799,0
5288,1
6305,0
8626,0
8,0
11034,0
5649,0
18192,0
5282,1
6014,1
15978,0
6603,1
6663,1
8086,0
13814,0
3055,0
5191,0
10592,1
10220,0
16502,0
6498,0
8337,0
13006,0
15126,0
13560,2
15688,1
3719,1
7678,0
17091,2
6058,0
6938,0
15996,1
10782,0
15162,0
14936,0
18204,0
4882,1
6284,0
10137,0
14597,0
5859,0
14160,0
16063,0
3257,0
917,0
1226,0
886,0
1538,0
7506,0
13438,0
9454,0
980,0
16990,0
594,0
343,0
91,0
11696,0
14844,0
4323,1
5931,1
14081,0
12853,0
15283,1
13666,0
15470,0
15416,0
12700,0
10599,1
3760,0
1137,1
479,1
16873,2
604,1
16084,0
3981,1
9313,0
18287,1
17175,0
8452,0
16258,0
6710,0
13572,0
9608,0
227,0
1035,1
11523,0
12866,0
2242,0
9270,1
2250,0
11170,0
2723,1
11855,0
2327,1
12174,0
18086,0
15906,0
12968,0
12761,0
16358,0
4136,0
12988,0
4987,0
13556,0
15913,0
6107,0
3530,1
18400,1
13337,0
5965,1
9643,0
2689,0
10959,0
6357,0
5185,0
17542,0
2635,1
17130,0
11462,0
16573,0
6212,0
88,0
4943,0
12402,0
2736,0
9511,0
16089,2
10742,1
12798,0
6266,0
11380,0
4572,0
2615,2
5436,2
10636,0
4263,1
4523,0
14528,0
16055,0
13564,0
449,0
3629,0
10513,1
16460,0
1618,0
9352,0
4269,0
7477,0
11079,0
16438,0
15408,0
1251,2
15976,1
3138,0
7422,0
6013,0
439,0
7752,0
3839,1
15880,0
17962,0
8953,0
9991,0
15412,0
18136,0
17832,0
8155,0
270,0
6334,0
6018,1
17730,0
139,0
6090,0
13234,0
3921,2
10629,0
12202,2
3339,0
18005,0
7965,0
15320,0
5913,0
9102,0
7103,1
580,1
7262,0
1899,0
2846,0
12959,2
7820,0
8174,1
7999,0
9812,0
11606,0
2275,0
11183,1
319,0
5427,0
10583,2
9393,0
9422,0
8835,0
477,1
11362,0
12259,0
12753,0
7196,1
5274,0
7927,1
3286,0
6712,1
3835,0
107,0
11805,0
158,1
4604,1
10769,0
15511,0
17436,2
7700,0
4650,0
4008,1
6986,2
1864,2
6552,1
8891,0
1834,0
7137,0
13416,0
15343,0
878,0
8344,0
4227,0
14916,1
12073,0
2187,0
11604,0
2200,0
2114,1
18493,0
2057,0
16445,0
9380,1
7486,1
8222,1
10873,0
17234,0
8536,0
2340,0
583,0
14505,0
18193,1
11992,0
10455,1
9132,0
14611,0
4552,1
8564,0
2857,0
3122,0
15017,2
14009,0
1378,0
10752,0
6551,0
11311,0
8099,0
5464,1
14735,0
7221,0
13377,0
15505,0
1967,0
8582,1
7975,0
10664,1
7753,0
989,1
3129,1
